Video_ID,Raw_Title,Clean_Title,Uploader,Lyric
xkOhqND6LsE,Như Phút Ban Đầu - Noo Phước Thịnh | Gala Nhạc Việt 8,Như Phút Ban Đầu,Gala Nhạc Việt,"1 Contributor
Liệu Rằng Em Có Yêu Anh Như Phút Ban Đầu Lyrics
Anh đang chơi vơi, suy tư mỗi tối
Bao đêm anh mơ, câu thơ dẫn lối
Nhớ về em, từng giây phút mơ màng
Nhắn cho em vào màn đêm khuya liệu em có thấy
Giờ em đã ngủ chưa ? Có mơ về anh không ? Hay lại thức trắng bao đêm qua..
Và sớm này đây, anh qua nhà em nha
Đón em, về cùng với nhà anh
Liệu rằng em có yêu anh như phút ban đầu, mình gặp nhau không ?
Liệu rằng em có yêu anh như phút ban đầu, mặc kệ mưa giông
Dù cho bão tố đi qua, làm mắt em ướt nhoà
Thì anh chỉ xin em, một câu trả lời thôi..
Liệu rằng em có yêu anh như phút ban đầu, đôi ta nắm tay
Liệu rằng em có yêu anh như phút ban đầu, trôi theo gió mây
Rằng anh vẫn mãi yêu em, dù năm tháng phai phôi
Để cho khúc ca này, tựa ngày mình chung đôi..
Yêu thương kia đâu, trôi qua mưa ngâu
Dặn lòng anh sẽ mãi thấu..
Em bao lâu nay, đôi mi hoen cay
Lệ buồn, vì không có anh bên đời...
Ah! Và mỗi sáng em thức giấc
Anh có thể vẽ nụ cười trên môi em
Mình cùng ngắm nhìn mặt trời anh tô lên, thời gian này trôi êm, thương nhớ chờ em đến
Vẫn nhớ lần đầu mà đôi mình nắm tay
Anh không thể nào xoá đi mảnh kí ức đẹp
Dù cho ngàn lần em làm anh đắm say
Thì bên tai anh vẫn vang lên khúc ca này
Để cho anh mang từng tia nắng ấm áp
Mang những nụ hôn trao em ngày bình minh
Là ngày chuyển trời có mưa rơi nặng hạt
Trao em nụ hôn đầu cuối con phố nặng tình
Anh sẽ viết lên những câu truyện ở trong mơ
Viết lên giai điệu ru em vào mỗi tối
Biết rằng buồn đau thì cũng sẽ qua thôi
Vì cả đời này anh cũng đã có em rồi

Liệu rằng em có yêu anh như phút ban đầu, mình gặp nhau không ?
Liệu rằng em có yêu anh như phút ban đầu, mặc kệ mưa giông
Dù cho bão tố đi qua, làm mắt em ướt nhoà
Thì anh chỉ xin em, một câu trả lời thôi..
Liệu rằng em có yêu anh như phút ban đầu, đôi ta nắm tay
Liệu rằng em có yêu anh như phút ban đầu, trôi theo gió mây
Rằng anh vẫn mãi yêu em, dù năm tháng phai phôi
Để cho khúc ca này, tựa ngày mình chung đôi..
Yêu thương kia đâu, trôi qua mưa ngâu
Dặn lòng anh sẽ mãi thấu..
Em bao lâu nay, đôi mi hoen cay
Lệ buồn, vì không có anh bên đời...
Liệu rằng em có yêu anh như phút ban đầu, mình gặp nhau không ?
Liệu rằng em có yêu anh như phút ban đầu, mặc kệ mưa giông
Dù cho bão tố đi qua, làm mắt em ướt nhoà
Thì anh chỉ xin em, một câu trả lời thôi..
Liệu rằng em có yêu anh như phút ban đầu, đôi ta nắm tay
Liệu rằng em có yêu anh như phút ban đầu, trôi theo gió mây
Rằng anh vẫn mãi yêu em, dù năm tháng phai phôi
Để cho khúc ca này, tựa ngày mình chung đôi..
Dù cho tháng năm, em quên đi phút giây
Thì anh vẫn luôn, trao em yêu thương đong đầy
Và sớm mai, khi bình minh thức giấc
Em có còn yêu anh không

Liệu rằng еm có yêu anh như phút ban đầu, mình gặp nhau không ?a
Liệu rằng em có yêu anh như phút ban đầu, mặc kệ mưa giông
Dù cho bão tố đi qua, làm mắt em ướt nhoà
Thì anh chỉ xin em, một câu trả lời thôi..
Liệu rằng еm có yêu anh như phút ban đầu, đôi ta nắm tay
Liệu rằng em có yêu anh như phút ban đầu, trôi theo gió mây
Rằng anh vẫn mãi yêu em, dù năm tháng phai phôi
Để cho khúc ca này, tựa ngày mình chung đôi.."
0kONVVDpOsk,Ai cũng phải lớn,Ai cũng phải lớn,SOOBIN Official,"1 Contributor
Ai cũng phải lớn Lyrics
Mỗi phút nhìn dòng đời chạy thật mau
Tôi vẫn thầm cảm ơn bạn vì luôn ở bên tôi trọn vẹn
Những vết xước trên đôi chân qua từng năm
Tôi vẫn thầm cảm ơn đời vì đời đã thương tôi trọn vẹn
Chậm vài giây thôi để ta nhìn lại những tháng năm thăng trầm
Với hàng ngàn khoảnh khắc được ghi nhớ lặng thầm
Dù cho con tim ta đã chai sạn hơn hôm qua
Chẳng có điều gì phải mau quên
Rồi một ngày ai cũng phải lớn
Rồi tự mình chọn những lối đi
Mình cùng trải qua những chuyến tàu
Ngày mai có nát nhàu, bạn còn nhìn tôi như lúc đầu?
Rồi một ngày ta sẽ biến mất
Rồi còn lại ai sẽ nhắc tên?
Cành hồng mình trao lúc thiếu thời
Nhìn nhau ánh mắt cười
Và cùng nhìn về phía cuối trời
Yeah
Khi màn đêm dần buông, lúc bình yên trong ta tìm về
Giấu mình sau màn sương, trong mộng mơ lo toan bộn bề
Khi giấc mơ chưa khép lại, ta biết ta phải tồn tại
Ra ngoài kia xông pha tìm thời và như Sinbad muốn ra khơi
Cuộc sống vốn dĩ khác nhau, phải nếm hết những nỗi đau
Dù quá khứ có thế nào, thì chẳng có gì để khiến ta phải giấu đi
Giấu đi những gì quý nhất của mình

Chậm vài giây thôi để ta nhìn lại những tháng năm thăng trầm
Với hàng ngàn khoảnh khắc được ghi nhớ lặng thầm
Dù cho con tim ta đã chai sạn hơn hôm qua
Chẳng có điều gì phải mau quên
Rồi một ngày ai cũng phải lớn
Rồi tự mình chọn những lối đi
Mình cùng trải qua những chuyến tàu
Ngày mai có nát nhàu, bạn còn nhìn tôi như lúc đầu?
Rồi một ngày ta sẽ biến mất
Rồi còn lại ai sẽ nhắc tên?
Cành hồng mình trao lúc thiếu thời
Nhìn nhau ánh mắt cười
Và cùng nhìn về phía cuối trời
Xung quanh bao mùa thay lá
Vạn vật có đổi thay vẫn mang lời ca
Làm trái tim ai cô đơn
Rồi bớt những nỗi buồn hơn
Hãy nói ta không đi sai đường đi
Rồi một ngày ai cũng phải lớn

Rồi một ngày ai cũng phải lớn
Rồi tự mình chọn những lối đi
Mình từng trải qua năm tháng dài
Thành công hay thất bại, cuộc đời chạy đi sao lấy lại?
Rồi một ngày ta sẽ biến mất
Rồi còn lại ai sẽ nhắc tên? Oh-oh
Cành hồng mình trao lúc thiếu thời
Nhìn nhau ánh mắt cười
Và cùng nhìn về phía cuối trời
Phía cuối trời, phía cuối trời"
7aIz8j43Qoo,Mùa xuân trên Thành phố Hồ Chí Minh - Phương Mỹ Chi ft Double2T,Mùa xuân trên Thành phố Hồ Chí Minh,HOA XUÂN CA,
tnYrDhi1KGA,Những Kẻ Mộng Mơ - Noo Phước Thịnh [Lyrics Video] Mưa.,Những Kẻ Mộng Mơ,Mưa.,"2 Contributors
Những Kẻ Mộng Mơ Lyrics
Làm bảo vệ ở đây mười mấy năm rồi, tôi chứng kiến rất là nhiều câu chuyện kì bí. Và bây giờ, tôi sắp sửa kể cho các bạn nghe một câu chuyện, tận mắt tôi chứng kiến. Hãy thật tập trung cùng tôi thưởng thức câu chuyện này nhé. Câu chuyện về những kẻ mộng mơ
Biển vẫn cứ thế trông về nơi xa
Kìa hoàng hôn rực rỡ và lấp lánh những nơi biển qua
Bờ cát vẫn nằm đợi sóng xô về, nhưng biển kia chẳng thể
Lại nhìn phía chân trời, cuộn làn sóng kia vội, tìm hoàng hôn xa để kết đôi
Tuấn Hưng
]
Đừng mộng mơ nữa, hỡi biển ơi!
Chân trời xa lắm chẳng có ai đợi
Phía bên kia đại dương cũng chỉ có
Bờ cát nâng niu biển thôi
Đừng mộng mơ nữa, hỡi kẻ mộng mơ!
Mặt trời tận nơi góc vũ trụ bao la
Hoàng hôn đó chỉ là, từng tia sáng mong manh từ nơi xa
Và chỉ có anh bên em kế bên em khi gục ngã
Rhymastic
 & 
Cả hai
]
Sẽ chẳng có cái kết tuyệt vời chờ em sau cơn giông đâu
Thuỷ triều vẫn sẽ đến làm đầy lòng mình bằng những nỗi nhớ cất sâu
Dù bờ cát vẫn sẽ nhìn về từng khoảnh khắc với những hẹn thề
Tỉnh lại đi em ơi, cớ sao cứ hoài u mê?
Mọi lời hứa cũng sẽ héo khô như hoa tàn
Những đắm đuối đã trôi theo mây ngàn
Níu kéo mãi những kí ức xa tầm tay
Mọi cố gắng
Mọi ý nghĩa
Đều xa xăm
Bị ngăn chia
Ngày qua năm
Càng thấm thía
Càng cay đắng
Càng nuối tiếc
Càng chỉ dẫn đến thương đau

Soobin
]
Đừng mộng mơ nữa, hỡi biển ơi!
Chân trời xa lắm chẳng có ai đợi
Phía bên kia đại dương cũng chỉ có
Bờ cát nâng niu biển thôi
Đừng mộng mơ nữa, hỡi kẻ mộng mơ!
Mặt trời tận nơi góc vũ trụ bao la
Hoàng hôn đó chỉ là, từng tia sáng mong manh từ nơi xa
Và chỉ có anh bên em kế bên em khi gục ngã
Quốc Thiên
, 
Soobin
, 
Tuấn Hưng & Quốc Thiên
]
Ôm em thế nhưng em yêu lại đi
Đừng lặng im như thế biết sẽ đớn đau sao em lại đi, hey yeah
Phía bên kia đại dương cũng chỉ có bờ cát lặng im
Hoàng hôn ánh sáng xa tận ngút ngàn, 
từ góc vũ trụ lặng yên
Tuấn Hưng
, 
Quốc Thiên with Rhymastic
, 
Tự Long & Tiến Luật
]
Đừng mộng mơ nữa, hỡi biển ơi!
Chân trời xa lắm chẳng có ai đợi
Phía bên kia đại dương cũng chỉ có
Bờ cát nâng niu biển thôi, yeah-yeah-yeah
Đừng mộng mơ nữa, hỡi kẻ mộng mơ!
Mặt trời tận nơi góc vũ trụ bao la
Hoàng hôn đó chỉ là, từng tia sáng mong manh từ nơi xa
Và chỉ có anh bên em kế bên em khi gục ngã"
77dx9RTINO8,BÌNH TĨNH - KEJO (LYRIC VIDEO OFFICIAL),BÌNH TĨNH,Mắc Cỡ Studio,"10 người đóng góp
Bản dịch
người Bồ Đào Nha
Thùng Rác Lyrics
Tôi sinh ra đã rất sạch sẽ
Giống như một chiếc máy giặt mới
Hoàn mỹ từ trong bụng mẹ
Bọc chặt bên trong một tờ giấy
Tôi yêu những ngày ở mẫu giáo
Tôi rất vui khi học lớp một
Được rồi ở trường trung học khi nó bắt đầu thay đổi
Chuyển nhanh đến trường đại học
Nơi tôi bị đuổi khỏi lớp
Và các khoản vay sinh viên đang bắt đầu cắn vào mông tôi
Tôi không muốn trở về nhà
Tôi không muốn nhìn thấy người thân của mình
Tôi sẽ nín thở
Và có lẽ một lúc nào đó tôi sẽ học cách nổi
Tôi có thể tiếp tục bơi nhưng tôi muốn đầu hàng
Tôi là thùng rác
Tôi là thùng rác
Tôi có thể tiếp tục bơi nhưng tôi muốn đầu hàng
Tôi là thùng rác
Cuộc đời là một thùng rác
Di chuyển lên và xuống
Nhảy một điệu và quay lại
Nếu bạn có cho mình một số túi
Bạn có thể lấp đầy chúng để bạn chết đuối
Tôi cần một ít tiền và thêm một chút thời gian
Tôi tiếp tục mất bạn bè vì tự tử
Và nó không tốt hơn thế này nhiều
Tôi ghét phải phá vỡ nó, nhưng bạn càng cố gắng lâu
Bạn càng ít có khả năng làm được điều đó
Tôi không muốn ở một mình
Tôi không muốn chết ở nhà
Một nhà sư hippy nói với tôi rằng thật thoải mái khi không có gì cả

Tôi có thể tiếp tục bơi nhưng tôi muốn đầu hàng
Tôi là thùng rác
Tôi là thùng rác
Tôi có thể tiếp tục bơi nhưng tôi muốn đầu hàng
Tôi là thùng rác
Cuộc đời là một thùng rác
Này nhóc, hãy kéo tất lên nếu bạn đã xỏ giày rồi
Vẫn còn rất nhiều cơ hội nếu bạn nhìn xung quanh
Nhưng tôi sắp hết may mắn rồi
Tôi gặp khó khăn khi kiếm được 15 đô
Ít nhất chính phủ sẽ cho tôi ăn nếu tôi bị cảnh sát bắt
Tôi nghĩ tôi đang bị trầm cảm
Luôn là tôi chống lại thế giới
Tôi biết rõ mình là người ích kỷ
Và nó sẽ trở thành địa ngục
Tôi không muốn trở thành kẻ giả tạo
Tôi chỉ muốn nghỉ ngơi
Không muốn bán hết nhưng tôi chắc chắn sẽ thích một miếng bánh đó
Tôi có thể tiếp tục bơi nhưng tôi muốn đầu hàng
Tôi là thùng rác
Tôi là thùng rác
Tôi tiếp tục bơi nhưng tôi muốn đầu hàng
Tôi là thùng rác
Tôi là thùng rác"
h4Nu-MaCKJ4,Chi Pu | TÔI VẪN HÁT (Official Lyric Video),Tôi Vẫn Hát,Chi Pu Official,"1 Contributor
Tôi Vẫn Hát Lyrics
Từ ngày đầu tiên sống với ước mơ
Qua bao gian khó, cũng chỉ vì
Để hôm nay tôi đứng trên sân khấu
Để được hát lên những đam mê
Từng cố gắng để cuối con đường là thành công như tôi từng mơ
Để rồi nước mắt rơi khi ngỡ giấc mơ sẽ không thành
Tôi Vẫn Hát, cho những giọt mồ hôi của mọi người
Những người đã bên tôi, đã giúp tôi được như hôm nay
Tôi vẫn hát, mặc miệng đời chỉ muốn khiến tôi dừng lại
Tôi sẽ chẳng e ngại, và bước tiếp trên con đường
Dù khó khăn đang chờ tôi
Tôi cũng chỉ là một cô gái nhỏ bé, tôi cũng biết đau
Cũng biết tủi thân khi mọi người cười chê
Chẳng ai quan tâm rằng tôi đã cố gắng thế nào
Tôi Vẫn Hát, cho những giọt mồ hôi của mọi người
Những người đã bên tôi, đã giúp tôi được như hôm nay
Tôi vẫn hát, mặc miệng đời chỉ muốn khiến tôi dừng lại
Tôi sẽ chẳng e ngại, và bước tiếp trên con đường
Dù khó khăn đang chờ tôi
Quote:

Và nếu, chỉ còn lại một người nghe tôi hát
Tôi vẫn sẽ hát, bằng tất cả tấm lòng này"
SNIbTxntq2Q,Hạ Buồn - Phương Mỹ Chi | Truyền Hình Đồng Tháp 2019,Hạ Buồn,Phương Mỹ Chi,"2 Contributors
Tình Thu Sao Hạ Buồn Lyrics
Đêm nghe tiếng lòng thở than
Ai vì ai mà mang đớn đau
Ôm những tro tàn dở dang
Đi về nơi từng thương lấy nhau
Sao nỡ, sao đành rời xa
Để duyên tình ta giờ đây trái ngang
Chân bước đi tìm men say
Để cho lòng tôi đớn đau vô vàn
Tôi cố che giọt lệ tuôn
Em cùng ai cầm tay bước qua
Chim quý phải tựa lầu son
Thân hèn bên niềm đau xót xa
Theo áng mây về nơi nao
Đây hoàng hôn mình ai ngóng trông
Hoa cuốn theo dòng đời trôi
Đi về đâu tôi ngồi trông theo
Chiều thu họa bóng em
Mây giăng lem xê tà
Hoàng hôn từ ấy lâu
Kêu thay tên của người
Gọi nhau là cố nhân
Ai ơi đau thắt lòng
Từng thương lấy nhau
Như bóng với hình
Ai vừa nói câu
Yêu thương tôi đây mà
Vậy ai vừa bước chân lên xe hoa đi rồi
Trời thu buồn kéo mưa theo mây
Mờ giăng lối lấy em tôi đi rồi
Tình đời hợp tan mắt ai ưu sầu
Nụ cười ngày nao đã phai lâu rồi
Cành hồng vừa trao
Mà giờ này lòng mình đau
Giờ thì tình này về đâu
Sao phải quên thật mau
Giờ thì còn ai ngóng ai mong chờ
Ngày người về nơi ấy ta không ngờ
Vì người mà đau
Man mác theo sương mờ
Lòng người giờ này
Tựa như bức tranh phai mờ
Bên lầu son còn ai trên đời hiểu thấu
Giờ này sầu tình
Tự mình trách thân ngu khờ
Trao tình yêu cho ai bây giờ ngu ngơ
Một ngày thu nhạt phai tình tàn
Chiều hoàng hôn vì ai vội vàng
Lòng nặng mang trách ai
Trách thân cơ hàn
Nhìn vào ly rượu cay thầm cười
Giờ bàn tay người buông thật rồi
Thì mình ta ôm nỗi đau về sau
Chiều thu họa bóng em
Mây giăng lem xê tà
Hoàng hôn từ ấy lâu
Kêu thay tên của người
Gọi nhau là cố nhân
Ai ơi đau thắt lòng
Từng thương lấy nhau
Như bóng với hình
Ai vừa nói câu
Yêu thương tôi đây mà
Vậy ai vừa bước chân lên xe hoa đi rồi
Trời thu buồn kéo mưa theo mây
Mờ giăng lối lấy em tôi đi rồi
Người ở đâu, người ở đâu
Anh kiếm tìm, dáng ai đã phai lâu rồi
Giờ nơi đâu, về nơi đâu
Anh kiếm tìm, dáng ai đã phai mờ phai
Chiều thu họa bóng em
Mây giăng lem xê tà
Hoàng hôn từ ấy lâu
Kêu thay tên của người
Gọi nhau là cố nhân
Ai ơi đau thắt lòng
Từng thương lấy nhau
Như bóng với hình
Ai vừa nói câu
Yêu thương tôi đây mà
Vậy ai vừa bước chân lên xe hoa đi rồi
Trời thu buồn kéo mưa theo mây
Mờ giăng lối lấy em tôi đi rồi"
QQRHgzcmruY,ANH TÚ X LYLY - HÀNG XÓM | OFFICIAL MUSIC VIDEO @anhtusinger,Hàng Xóm,LyLy Official ,"4 Contributors
Cô Hàng Xóm Lyrics
Vùng ngoại ô, tôi có căn nhà tranh
Tuy bé nhưng thật xinh, tháng ngày sống riêng một mình
Nhà ở bên, em sống trong giàu sang
Quen gấm nhung đài trang, đi về xe đón đưa
Đêm đêm, dưới ánh trăng vàng
Tôi với cây đàn âm thầm thở than
Và cô nàng bên xóm
Mỗi lúc lên đèn sang nhà làm quen
Tôi ca không hay, tôi đàn nghe cũng dở
Nhưng nàng khen nhiều và thật nhiều
Làm tôi thấy trong tâm tư xôn sao
Như lời âu yếm mặn nồng của đôi lứa yêu nhau
Hai năm trôi qua nhưng tình không dám ngỏ
Tôi sợ thân mình là bọt bèo
Làm sao ước mơ duyên tơ mai sau
Tôi sợ ngang trái là mộng đời chua xót thương đau
Rồi một hôm tôi quyết đi thật xa
Tôi cố quên người ta như hình bóng trong xa mờ
Nhờ thời gian, phương thuốc hay thần tiên
Chia cách đôi tình duyên nên người xưa đã quên

Hôm nay đón cánh thiệp hồng
Em báo tin mừng lấy chồng giàu sang
Đời em nhiều may mắn
Có nhớ anh nhạc sĩ nghèo này không?
Tôi ca không hay, tôi đàn nghe cũng dở
Nhưng nàng khen nhiều và thật nhiều
Làm tôi thấy trong tâm tư xôn sao
Như lời âu yếm mặn nồng của đôi lứa yêu nhau
Hai năm trôi qua nhưng tình không dám ngỏ
Tôi sợ thân mình là bọt bèo
Làm sao ước mơ duyên tơ mai sau
Tôi sợ ngang trái là mộng đời chua xót thương đau
Rồi một hôm tôi quyết đi thật xa
Tôi cố quên người ta như hình bóng trong xa mờ
Nhờ thời gian, phương thuốc hay thần tiên
Chia cách đôi tình duyên nên người xưa đã quên
Hôm nay đón cánh thiệp hồng
Em báo tin mừng lấy chồng giàu sang
Đời em nhiều may mắn
Có nhớ anh nhạc sĩ nghèo này không?

Đời em nhiều may mắn
Có nhớ anh nhạc sĩ nghèo này không?"
PASlSTj_yGs,Thức Giấc  (Lo-fi) - Da LAB x R-IN,Thức Giấc,Chang,"6 Contributors
Thức Giấc Lyrics
Sau những con đường quen
Ta đã vô tình đến
Là nụ cười em quẩn quanh với giấc mơ
Nơi những ánh đèn sáng
Ta với khung hình khác
Là bình yên cất giấu trước cuộc đời
Nhìn xem lần sau cuối, là bao điều tiếc nuối
Tình yêu là thứ khiến em quên đi vài lần yếu đuối
Lặng nhìn giọt sương rơi lạc trong màu u tối
Là khi tình yêu ấy đã khiến em thôi những mộng mơ
Anh vẫn thức giấc trên giường
Với giấc mơ vừa tàn
Bản nhạc vụt tắt
Bộ phim kia dừng lại
Nghe tiếng mưa rơi bên thềm
Anh ngước mắt lặng nhìn
Rồi chờ đợi mãi
Vẫn không quay lại
No no no No no no No no no
Baby, let me know
No no no No no no No no no
Baby, let me know

Điều gì xảy ra khi chia đôi cơn mơ? (Split)
Một thực tại kia không có em đợi chờ
Nhìn từng hạt mưa rơi bên hiên vỡ tan
Từng ký ức lỡ mang, sao nỡ quên vội vàng
Ở bên anh thêm một đêm thôi một đêm thôi
Anh đã từng định nói nhưng rồi lại lặng im thôi lặng im thôi
Vì anh biết không thể trói buộc
Phía trước là bầu trời cao sâu
Sống với những mơ ước thì chẳng được bao lâu
Và tất cả đã hết sẽ chẳng có hồi kết
Không có câu tạm biệt nhưng cũng chẳng sao đâu, yo
Anh vẫn thức giấc trên giường
Với giấc mơ vừa tàn
Bản nhạc vụt tắt
Bộ phim kia dừng lại
Nghe tiếng mưa rơi bên thềm
Anh ngước mắt lặng nhìn
Rồi chờ đợi mãi
Vẫn không quay lại
No no no No no no No no no
Baby, let me know
No no no No no no No no no
Baby, let me know

Lênh đênh trên ranh giới giữa thực tại
Giật mình tỉnh giấc trống không cô đơn
Hay mơ tiếp những giấc mơ chẳng thành?
Nhặt nhạnh từng chút hơi ấm em còn đâu đây
Lại là một ngày mới anh thức giấc với thở dài
Lại là một ngày mới đánh thức anh bằng nỗi đau
Dù biết không có phép màu níu em quay trở lại
Chỉ một lần sau cuối cho anh được thấy hình bóng em
Yeah yeah ah
Làm sao anh biết mình đang mơ hay thực tại ah?
It feels so real
Anh quay con quay mong con quay không dừng lại ah
Nếu em hiện ra, liệu anh có ngần ngại
Thả mình, để anh ngã, chìm đắm trên đôi vai
Hay là vùng dậy để tỉnh giấc không bên ai, nghe nỗi đau thêm dài ah
Càng muốn quên, càng nhớ kỹ ghi lâu
Trong giấc mơ, liệu ta có bên nhau?
Khi anh thấy ở trong vòng tay
Anh chẳng hề có em, anh có nên nhắm mắt lại rồi lại đi xuống thêm sâu?
Ah một mai thức giấc ah
Hay sẽ mãi mơ ah?
Đoạn phim lặp đi lặp lại trong đầu
Anh không biết làm sao để mà anh thoát ra mau

Rabbit Run & Emcee L
, 
JGKiD
]
Anh vẫn thức giấc trên giường
Với giấc mơ vừa tàn
Bản nhạc vụt tắt
Bộ phim kia dừng lại
Nghe tiếng mưa rơi bên thềm
Anh ngước mắt lặng nhìn
Rồi chờ đợi mãi
Vẫn không quay lại
Anh vẫn thức giấc trên giường
Với giấc mơ vừa tàn
Bản nhạc vụt tắt
Bộ phim kia dừng lại
Nghe tiếng mưa rơi bên thềm
Anh ngước mắt lặng nhìn
Rồi chờ đợi mãi
Vẫn không quay lại
No no no No no no No no no
Baby, let me know
Let me know, ooh
No no no No no no No no no
Baby, let me know
Please, let me know
Nhìn xem lần sau cuối, là bao điều tiếc nuối
Tình yêu là thứ khiến em quên đi vài lần yếu đuối
Lặng nhìn giọt sương rơi lạc trong màu u tối
Là khi tình yêu ấy đã khiến em thôi những mộng mơ
Ooh, ooh"
roKP2FqsGrw,Sai Cách Yêu (Lofi Ver.) - Lê Bảo Bình x MewMew Lofi / Đằng sau hai chữ đã từng là cả trời cảm xúc..,Sai Cách Yêu,MewMew Lofi,"4 người đóng góp
Lời bài hát này vẫn chưa được chép lời. Vui lòng kiểm tra lại sau khi bài hát được phát hành."
fdJtwP_FQ04,LÂU KHÔNG CƯỜI / Phạm Nguyên Ngọc ft. buitruonglinh (Official MV),LÂU KHÔNG CƯỜI,Phạm Nguyên Ngọc,"1 Contributor
Lâu Không Cười Lyrics
Em ơi lâu không thấy em cười
Góc quán quen em chẳng ghé chơi
Ngồi xuống tựa vào vai anh
Kể anh nghe những điều mong manh
Kể anh nghe, sao lâu không thấy em cười?
Lặng im, em không nói một lời
Làn tóc rối che đi đôi mắt chơi vơi
Bình minh mang theo những bộn bề
Nắng ơi, xin thôi đừng hát ca
Thương đôi mi em đọng mưa ngâu
Thương thân em thức trắng đêm thâu
Em ơi, đừng đợi ai đó quá lâu
Đừng yêu ai đó quá nhiều
Khi cô đơn mình em khóc
Đâu có ai lau nước mắt cho em
Em ơi, đừng đợi ai đó quá lâu
Đừng khiến con tim đậm sâu
Người ta bỏ em đi rồi
Thà một lần đau thấu tim
Nhưng đau rồi thôi
Em à
Em đừng nên khóc vì một lần đổ vỡ
Bởi có lẽ sau này sẽ còn nhiều trắc trở
Giữ đôi mắt mở khi nén lại cơn đau
Dù bước được qua nhau rồi chẳng còn được gặp gỡ
Bao nhiêu duyên nợ cứ để gió thổi bay
Cảm xúc em đừng cố đổi thay
Nhắc nhở liệu mình có mỏi tay
Khi níu mãi tình yêu không có ngày sắp nở
Em đừng ngồi đếm từng cành hoa rơi
Đừng cố nhớ về ngày xa xôi
Từng giờ phút còn sâu đậm
Biết rồi ân hận lại đếm từng ngày phai phôi
Nỗi buồn em thả vào thời gian trôi
Quên hết bao lời gian dối
Một thoáng thất vọng cắn chặt đôi môi
Đến lúc em thoát khỏi tháng ngày tăm tối
Con đường em về không còn đầy ưu sầu giăng lối
Cửa sổ đón mưa nức nở đầy chăn gối
Khi đôi mắt chẳng nghe lời em nói
Để kỷ niệm ra đi mà không lời trăn trối
Càng vỡ oà em lại càng thêm đau
Nếu có nén chặt rồi lại hằn in sâu
Vụn vỡ rồi sẽ dần quên mau
Dang dở chẳng thể gần bên nhau
Em lại vỡ oà lại một lần thêm đau
Thức trắng đến cạn dần đêm thâu
Cứng rắn rồi phủ nhận tên nhau
Dù cho qua khứ chẳng một lần em đau
Trái tim còn vất vả để lớn mau
Em dần hòa vào giữa chốn đông người
Gạt bỏ đi tất cả dù đớn đau
Mong một lần nữa thấy em cười
Em ơi
Em ơi, đừng đợi ai đó quá lâu
Đừng yêu ai đó quá nhiều
Khi cô đơn mình em khóc
Đâu có ai đâu lau nước mắt cho em
Em ơi, đừng đợi ai đó quá lâu
Đừng khiến con tim đậm sâu
Người ta bỏ em đi rồi
Thà một lần đau thấu tim
Nhưng đau rồi thôi
Ôm thật lâu để khi em buồn em không cô đơn
Hôn mi em những ngày vội vã
Em ơi một lần nhìn về phía sau
Cho anh được chia sớt những cơn đau
Ngày mai hoàng hôn tàn phai
Sau lưng có anh
Em ơi, em đừng đợi ai đó quá lâu
Em ơi, đừng đợi ai đó quá lâu
Đừng yêu ai đó quá nhiều
Khi cô đơn mình em khóc
Đâu có ai lau nước mắt em rơi
Em ơi, đừng đợi ai đó quá lâu
Đừng khiến con tim đậm sâu
Người ta bỏ em đi rồi
Thà một lần đau thấu tim
Nhưng đau rồi thôi
Thà một lần đau thấu tim
Nhưng đau rồi thôi"
