Video_ID,Raw_Title,Clean_Title,Uploader
gZwfL-2hslU,"Nỗi Đau Ngây Dại - Đức Phúc, HIEUTHUHAI, Công Dương bùng nổ cảm xúc | Anh Trai Say Hi [Performance]",Nỗi Đau Ngây Dại,Vie Channel - MUSIC
awB3lac_L10,TÓC TIÊN | MÌNH YÊU ĐẾN ĐÂY THÔI | OFFICIAL MV,MÌNH YÊU ĐẾN ĐÂY THÔI,Tóc Tiên
1Cpjv6hZH6A,Từng Lầm Lỗi - Lê Bảo Bình,Từng Lầm Lỗi,Lê Bảo Bình
RQ7q1epdRxA,Muốn Khóc Thật To,Muốn Khóc Thật To,Trúc Nhân
o6Brv_awCwU,I Don't Believe In You | Noo Phước Thịnh ft. Basik ( Lyrics Video),I Don't Believe In You,Noo Phước Thịnh
J1El7qfbeI0,Bài Tình Ca Cho Em......nhạc tình buồn cho những chàng 'Quân Tử' thất tình..😍,Bài Tình Ca Cho Em,Hoàng Quân - Những bản tình ca bất hủ 
QQXjaRVh4tQ,Một Cái Tên - Chillies ft. Orange (Official Lyric Video),Một Cái Tên,Chillies
WqR-S6jLRHk,LÝ RAPPER  - TIÊU MINH PHỤNG | Sự kết hợp đặc biệt Rap và Cải Lương khiến RAP VIỆT 2024 Bùng Nổ,,Tiêu Minh Phụng Official
JlQSAS_ccxw,Thấy Trung Nhân Giữa Thiên Hạ | Phan Mạnh Quỳnh x Tăng Duy Tân (Prod.by Drum7) | OFFICIAL MV,Thấy Trung Nhân Giữa Thiên Hạ,Phan Mạnh Quỳnh Official
HmaSlXp68oQ,TỰ THÂN MÌNH ĐI - DANH TUẤN TRUNG | MV OFFICIAL | Bao Năm Trôi Qua Sao Đời Ta Vẫn Chưa Nở Hoa...,Tự Thân Mình Đi,Danh Tuấn Trung Official
WFpMtnXjFRY,Trái đất ôm Mặt trời - KAI ĐINH x GREY D x AMEE | from ‘SUMMEROOM’ Band Session,Trái đất ôm Mặt trời,Kai Dinh Official
zcJr0KtkfWM,Xóm Đêm - Lệ Quyên,Xóm Đêm,Lệ Quyên
Ol-4SKivGnU,Người Phản Bội - Lê Bảo Bình,Người Phản Bội,Lê Bảo Bình
jzYJDsgNKKc,BINZ x SLIMV - QUÊN ANH ĐI (Official MV),Quên Anh Đi,Binz Da Poet
1BmCiJA_w7U,Nỗi Nhớ Mưa Phai l Sáng tác: An Phương l,Nỗi Nhớ Mưa Phai,MẠNH QUỲNH OFFICIAL
ehbyxoSVBE0,MÙA XUÂN TRONG THƯ EM - ĐÀM VĨNH HƯNG | OFFICIAL LYRICS VIDEO,MÙA XUÂN TRONG THƯ EM,Đàm Vĩnh Hưng
KUg_RGkcfW0,Wxrdie - Vẫn Đợi [feat. wokeupat4am & 2pillz] | Official MV,Vẫn Đợi,Wxrdie
JgdXcwuggpU,Miền An Nhiên - Phạm Minh Thành [Official Music Video],Miền An Nhiên,Sony Music Entertainment Vietnam
yrlFv0-hkWE,Lặng Yên | Bùi Anh Tuấn ft Ái Phương - OST Lặng yên dưới vực sâu,Lặng Yên,VTV Giải Trí Official
igvsyOvrnOY,[OFFICIAL] MÂY ĐÊM CHỜ MẤY ĐÊM - NGUYỄN HỮU KHA,Mây Đêm Chờ Mấy Đêm,Nguyễn Hữu Kha Official
DopDUhj-7mE,"NẾU ANH LÀ EM - Mỹ Linh, Minh Tuyết, Tuimi | Công Diễn 1 - CHỊ ĐẸP ĐẠP GIÓ 2024",NẾU ANH LÀ EM,YEAH1 MUSIC
eTBQVCNPsLU,Kellie - No Love - Team Binz | Rap Việt - Mùa 2 [MV Lyrics],No Love,Vie Channel 
JZ5E_VDqRJo,HOP ON DA SHOW | Low G x tlinh | OFFICIAL AUDIO,HOP ON DA SHOW,Nhà Hóa Học Đống Đa
BegBjpL_RPY,PBN 101 | Mạnh Quỳnh & Trường Vũ - Giọt Cafe Đầu Tiên,Giọt Cafe Đầu Tiên,Thuy Nga
UvKvZ0IAbPY,Hà Nội Mùa Vắng Những Cơn Mưa - Cẩm Vân [Official Audio],Hà Nội Mùa Vắng Những Cơn Mưa,Nhạc Hay Việt Nam
PxhR2CuVq6Q,Nếu Em Không Hạnh Phúc | Long Hải | Official MV,Nếu Em Không Hạnh Phúc,POPS MUSIC
Yp3Lrn3E6d8,Văn Mai Hương x GREY D - mưa tháng sáu (suy version) | hông có Trung Quân (Prod. by Hứa Kim Tuyền),Mưa Tháng Sáu,VĂN MAI HƯƠNG OFFICIAL
3uyno09gQLw,"13. Ai Mới Là Kẻ Xấu Xa - RPT MCK | ""99%"" the album",Ai Mới Là Kẻ Xấu Xa,MCK // Nger
9ejEWmCRAYs,MIN - ƠI ƠI ƠI | OFFICIAL MUSIC VIDEO,ƠI ƠI ƠI,MIN OFFICIAL
Sb6pPzitHAc,50 Năm Về Sau - Lời Việt | Đặng Thanh Tuyền | Nhạc Hot TikTok /,50 Năm Về Sau,Tuyền Chế
dL9bMyUr3jU,MỸ TÂM | Hẹn Ước Từ Hư Vô (Lễ Trao giải Làn Sóng Xanh 2022),Hẹn Ước Từ Hư Vô,Làn Sóng Xanh
ilYjLkRGdqs,ERIK (ft.OSAD) - ANH TA LÀ SAO? (Official MV),ANH TA LÀ SAO?,ERIK Official
FFYK-nm06Oc,VĂN MAI HƯƠNG - ĐỐT | OFFICIAL MV,Đốt,VĂN MAI HƯƠNG OFFICIAL
BPL67g-aXbY,"「Lofi」Yêu một người sao buồn đến thế, thương một người sao đau đến thế ... | Noo Phước Thịnh","Yêu một người sao buồn đến thế, thương một người sao đau đến thế",Nguyễn Minh Cường
wyyRJ42z-uQ,M/V Chị Mười Ba - Huỳnh James ft.  Pjnboys | OST CHỊ MƯỜI BA | Khởi Chiếu 25.12,,YEAH1 MUSIC
IaY3Th2e0oc,[MV Hài Tết] Điều Ước Của Mùa Xuân - Hồ Ngọc Hà x Huỳnh Lập x BB Trần x Duy Khánh x Hải Triều,Điều Ước Của Mùa Xuân,Ho Ngoc Ha's Official Channel
CwZg9mWKkNY,Rap Chậm Thôi - RPT MCK x RPT Orijinn ft. RZ Ma$ || Reup,Rap Chậm Thôi,August Tz
o6i0HfRs-_M,Ca Khúc Bolero Mới 2025 - Thề Hẹn Chi Em - Hoàng Lâm ( ST Hoàng Lâm & Ngọc Bích),Thề Hẹn Chi Em,Hoàng Lâm
kEZa5Bn3IaM,QUÂN TỬ Ý | LÊ BẢO BÌNH | OFFICIAL MUSIC VIDEO,QUÂN TỬ Ý,Lê Bảo Bình
_pYbLw1rkWU,"VU LAN NHỚ MẸ ✔️ Mở Nhẹ Nhàng Liên Khúc Rumba ,  Nhạc Vu Lan Về Mẹ Cha , Thúy Duy , Hoàng Diễn",VU LAN NHỚ MẸ,Thúy Duy Official
SCqgM-iLSJ0,PBN 68 | Phi Nhung - Con Đê Chung Tình,Con Đê Chung Tình,Thuy Nga
KmQBlpcovD8,EM GIẢ VỜ ANH NHẬN VƠ - LÊ BẢO BÌNH ft. KHẮC VIỆT | Official MV,EM GIẢ VỜ ANH NHẬN VƠ,Lê Bảo Bình
T96mLu-EVhc,Bà Năm - Phi Nhung,Bà Năm,Phi Nhung
Vt4kAu-ziRY,Em Của Ngày Hôm Qua - Sơn Tùng MTP [OFFICIAL MV],Em Của Ngày Hôm Qua,Sơn Tùng M-TP
A4tjw6u1z2Q,"Mina Young - CUNG TRĂNG (ft. Ricky Star, Prod. Masew) | Official Music Video",CUNG TRĂNG,Mina Young
4mtpDkVUE8w,PHÙNG KHÁNH LINH - EM ĐAU (WITH THÀNH LUKE) (OFFICIAL MUSIC VIDEO),Em Đau,Phùng Khánh Linh
zY81BG0p6IE,Đoạn Buồn Đêm Mưa (Tú Nhi) - Phương Anh | Official MV,Đoạn Buồn Đêm Mưa,Phương Anh Bolero
UKoay9jU0X4,VĂN MAI HƯƠNG - MARTINI (prod. by HỨA KIM TUYỀN) | Album 'Minh Tinh',MARTINI,VĂN MAI HƯƠNG OFFICIAL
e-1JJNmb-3o,CÓ KHÔNG GIỮ MẤT ĐỪNG TÌM (Lyric Video) | TRÚC NHÂN,Có Không Giữ Mất Đừng Tìm,Trúc Nhân
yGpw_4pZiOM,Xuân Về Nhớ Em | Đàm Vĩnh Hưng khiến chị em trại giam không kiềm được nước mắt,Xuân Về Nhớ Em,Đàm Vĩnh Hưng
xsmLhfvyDcI,Bèo Dạt Mây Trôi - Anh Thơ | Dân Ca Quan Họ [HD],Bèo Dạt Mây Trôi,Anh Thơ Official
Q5u8Qi7GqC0,Gác Lại Âu Lo - Da LAB x Miu Lê x Freak D,Gác Lại Âu Lo,Freak D Music
tpLBwhouPXY,Trường Vũ - Xin Làm Người Xa Lạ,Xin Làm Người Xa Lạ,Hải Ngoại Bolero
h7wd4o42wxc,"SAO CŨNG ĐƯỢC - MAI TÀI PHẾN | OFFICIAL MV | ""CHỊ TRỢ LÝ CỦA ANH"" OST",SAO CŨNG ĐƯỢC,Mai Tài Phến
8mMADtcLHrc,Đã Từng Là / Vũ. (Official MV),Đã Từng Là,Vũ Official
RztdpehDYlQ,Bội Bạc - Dương Hồng Loan,Bội Bạc,Dương Hồng Loan Official {Kim Minh}
U5ycRi9AoPw,"DẪU CÓ ĐẾN ĐÂU - CONGB, Lohan, Nhâm Phương Nam, Vương Bình | Anh Trai ""Say Hi"" 2025 [Performance]",DẪU CÓ ĐẾN ĐÂU,Vie Channel - MUSIC
YwUCROTnfAQ,Jack - J97 | Ngôi Sao Cô Đơn (Lo-fi Ver.) | Official Lyric Video,Ngôi Sao Cô Đơn,J97
byXweSvPOIg,từ 1 sẽ thành 2 - KAI ĐINH x AMEE | OFFICIAL MV,từ 1 sẽ thành 2,Kai Dinh Official
80BYTMc0hBI,LÀ ANH ĐÓ - TIẾT MỤC VOCAL NHÀ CÁ LỚN | CÔNG DIỄN 3 ANH TRAI VƯỢT NGÀN CHÔNG GAI 2024,LÀ ANH ĐÓ,YEAH1 MUSIC
LggaymnzDjc,SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN | MAKING MV,Muộn Rồi Mà Sao Còn,Sơn Tùng M-TP Official
P7-RDbD1AVk,"WXRDIE - ""HOT"" ft. 2pillz (Official Lyric Video)",HOT,Wxrdie
KFxYQtZ04FE,Tăng Duy Tân - Nhà Giam Tâm Hồn ft. 2pillz | Album Khu Vườn Tình - Track 3,Nhà Giam Tâm Hồn,Tăng Duy Tân
