Video_ID,Raw_Title,Clean_Title,Uploader
MXgw-Qd4Cpo,Nghe Nói Anh Sắp Kết Hôn - Văn Mai Hương | Official Music Video | Mây Saigon,Nghe Nói Anh Sắp Kết Hôn,Mây Saigon Official 
RmSXTGb3QsQ,Rời EDM Version - Hằng BingBoong (MV Official),Rời EDM Version,Zing MP3
l3n-TaRTBMc,Phi Hành Gia Cô Đơn (Vũ Cát Tường ft. Hưng Cao) | Official Lyrics Video,Phi Hành Gia Cô Đơn,Vũ Cát Tường (VCT)
mLBSAaY0QSA,"THANH XUÂN (HỒI ĐÁP) - KIỀU ANH, THIỀU BẢO TRÂM, XUÂN NGHI, TUIMI | CHỊ ĐẸP ĐẠP GIÓ 2024",THANH XUÂN,YEAH1 MUSIC
oHBrx9f3NZo,DÙ CHO TẬN THẾ | ERIK | LÀN SÓNG XANH 2025,DÙ CHO TẬN THẾ,Làn Sóng Xanh
GmLnXf_dyPQ,Da LAB - Rối Người (Official Audio),Rối Người,Da LAB Official
gi3l8zbF0Bw,Da LAB - Việt Nam (Official Music Video),Việt Nam,Da LAB Official
AmgY3bTVPes,ZMA 2019 - AI LÀ NGƯỜI THƯƠNG EM - QUÂN A.P (OFFICIAL VIDEO),AI LÀ NGƯỜI THƯƠNG EM,Zing MP3
ofDcHDMvBJ4,Top 50 Nhạc Trẻ Việt Năm 2024 Nhiều Lượt Xem Nhất Youtube (10.2024) | 2024 Vpop,Top 50 Nhạc Trẻ Việt Năm 2024 Nhiều Lượt Xem Nhất Youtube (10.2024) | 2024 Vpop,Bảng Xếp Hạng Âm Nhạc
EglzD3QqdeY,ĐÔNG NHI - GIẬN LÒNG | OFFICIAL AUDIO,Giận Lòng,ĐÔNG NHI
dt02kZ36al8,Trái Tim Không Ngủ Yên - Lam Trường ft. Thu Phương [Offcial Audio],Trái Tim Không Ngủ Yên,Nhạc Hay Việt Nam
Bbu1R73Q1GU,Tình Cờ Gặp Nhau - Mộc Anh Hát Giọng Miền Tây Cực Cảm Xúc (4K MV),Tình Cờ Gặp Nhau,Giọng Ca Để Đời
oBLR5V3vlpA,"BAO GIỜ EM BIẾT - THU PHƯƠNG, GIANG HỒNG NGỌC, HUYỀN BABY, DIỆP LÂM ANH | Công Diễn 4-CDDG 2024",BAO GIỜ EM BIẾT,YEAH1 MUSIC
VZl3cvfGMz4,HÀ NHI - Chỉ Cần Mình Vui Là Được | Special Performance | Official Music Video,Chỉ Cần Mình Vui Là Được,Hà Nhi Official
0r0zboqNOVY,"2pillz - ""Còn Gì Để Mất"" (ft wokeup, wxrdie, tlinh) [Official Visualizer]",Còn Gì Để Mất,2pillz
uepAFhZLgJE,Đừng Nói Xa Nhau | Dương Hồng Loan,Đừng Nói Xa Nhau,Dương Hồng Loan Official {Kim Minh}
956pstrgqSs,Tôi Vẫn Cô Đơn - Quang Lê & Hoàng Ngọc Sơn | Official MV in Australia,Tôi Vẫn Cô Đơn,Quang Lê Official
dcZHwlBgh2s,NIỆM KHÚC CUỐI - ĐỨC PHÚC  | OFFICIAL MV | ( OST THÁNG NĂM RỰC RỠ ),NIỆM KHÚC CUỐI,ĐỨC PHÚC OFFICIAL
byGAwS3IO0s,Andree Right Hand - Wet Lens ( Official MV ),Wet Lens,SpaceSpeakers Label
uzaToM3pypU,ĐỪNG CHỜ ANH NỮA - ANH TÀI TĂNG PHÚC | Tiết mục SOLO Tại Anh Trai Vượt Ngàn Chông Gai 2024,ĐỪNG CHỜ ANH NỮA,YEAH1 MUSIC
DVQVnLXvrCs,VIỆT NAM TỬ TẾ - DTAP x TÓC TIÊN x KARIK | OFFICIAL VISUALIZER,VIỆT NAM TỬ TẾ,DTAP OFFICIAL
789q6vGNKis,Mãi Mãi Không Ân Hận - Hồ Ngọc Hà | Đêm Nhạc Love Songs 2: Cả Một Trời Thương Nhớ,Mãi Mãi Không Ân Hận,Ho Ngoc Ha's Official Channel
RuWPfDB60EY,MIN - Mashup Em Mới Là Người Yêu Anh & Vì Yêu Cứ Đâm Đầu,Em Mới Là Người Yêu Anh & Vì Yêu Cứ Đâm Đầu,MIN OFFICIAL
eS90QUrJs8s,Tội Cho Em - Nhất Vũ (MV),Tội Cho Em,Zing MP3
2edMoupoqbw,"THÚ VỊ HƠN VẬY | PHẦN THI PERFORMANCE - Sát Hạch 6 | Tân Binh Đông Quan, Cường Bạch, Phúc Nguyên",THÚ VỊ HƠN VẬY,YEAH1 MUSIC
EKCnUjVFLss,Thanh Hà x Phương Uyên - Có Nhau Có Cả THẾ GIỚI [OFFICIAL MUSIC VIDEO],Có Nhau Có Cả THẾ GIỚI,Thanh Ha's Closet
PYiOY3kpV_g,Sống Không Có Em - Sơn Tùng M-TP,Sống Không Có Em,We Are Sky Official
zYsOS4Shfaw,MLee ft Soobin - Từng Ngày Em Mơ Về Anh (Lyrics),Từng Ngày Em Mơ Về Anh,MLee Official
YHkxB_ykBgs,"LUỒN THẲNG VÀO TIM - Cheng, Bùi Công Nam, JayKii, Cao Bá Hưng  | TẾT ĐẸP",LUỒN THẲNG VÀO TIM,YEAH1 MUSIC
x9AF6Ka0VMY,EM CÒN NHỚ ANH KHÔNG (ft.  MỸ MỸ) | CHUNG KẾT ANH TRAI VƯỢT NGÀN CHÔNG GAI 2024,,YEAH1 MUSIC
AKDKouhMU_Y,NẾU PHÔI PHA NGÀY MAI - ĐAN TRƯỜNG & CẨM LY | Sáng tác: Hoài An (Phát hành 1999),NẾU PHÔI PHA NGÀY MAI,CẨM LY OFFICIAL
_QLKEhZBgr8,(hạ): Ngại ngùng - Kha // EP tình (Official Lyrics Video),Ngại Ngùng,Kha
Xa4IpOd2hAw,KARIK - CALM DOWN | Official Visualizer,CALM DOWN,KARIK
Dhk_1etG4eE,"AAA (VŨ TRỤ SAY HI) | JUKY SAN, HAN SARA, ÁNH SÁNG AZA | LÀN SÓNG XANH 2025",AAA,Làn Sóng Xanh
Xy9uRLB-1Bs,Lời Tạm Biệt / buitruonglinh,Lời Tạm Biệt,buitruonglinh
Yb7pPf33_xQ,CẢM ƠN VÌ ĐÃ KHÔNG ĐỢI NHAU - LYLY FT ERIK,Cảm Ơn Vì Đã Không Đợi Nhau,LyLy Official 
wk4-qH7BXaY,Về với xứ Thanh | Anh Thơ - Trọng Tấn,Về với xứ Thanh,Truyền hình Thanh Hóa
EDTsXWYsJ6s,🔥 Cặp Đôi HOT Nhất 🔥 Rước Tình Về Với Quê Hương - Quách Thành Danh & Dương Hồng Loan,Rước Tình Về Với Quê Hương,Quách Thành Danh Official
My8dzw-ppuQ,Lạc Nhau Có Phải Muôn Đời - Hồ Ngọc Hà | Đêm Nhạc Love Songs 2: Cả Một Trời Thương Nhớ,Lạc Nhau Có Phải Muôn Đời,Ho Ngoc Ha's Official Channel
LOPlrmviU8w,KARIK - XẤU XÍ | Official Visualizer,XẤU XÍ,KARIK
Misl_nrAw1U,Quảng Ngãi Ta Về - Dương Hồng Loan,Quảng Ngãi Ta Về,Dương Hồng Loan Official {Kim Minh}
fD9S70OLjTU,Hỏi Thăm | Vũ Cát Tường | Trạm Không Gian Số 0,Hỏi Thăm,Follow Movements - Vu Cat Tuong Fanpage
s1HC5YPzNzo,TÌNH CỜ GẶP NHAU - Hương Lan | Official Music Video,TÌNH CỜ GẶP NHAU,RANG DONG Shows
TkL6d2XCfPE,Halloween - Nguyễn Hải Phong & Friends,Halloween,Duyên Bùi
P5R7KW2m4FA,"HƠN LÀ BẠN - Sơn.K x Ngô Kiến Huy x Vũ Cát Tường x Karik x Vương Bình x MIN | Anh Trai ""Say Hi"" 2025",HƠN LÀ BẠN,Sơn.K
LJpeJRFbx6I,Chỉ Anh Làm Em Khóc - Đàm Vĩnh Hưng x Trần Mạnh Cường | Official Music Video,Chỉ Anh Làm Em Khóc,Đàm Vĩnh Hưng
EgCA_UShIGA,Em ơi! Hà Nội phố - Hồng Nhung,Em ơi! Hà Nội phố,Tiếng Hát Còn Xanh Mãi
UGcLe9dedHA,"NGÀY NÀY, NGƯỜI CON GÁI NÀY - VŨ CÁT TƯỜNG | VOW VERSION","NGÀY NÀY, NGƯỜI CON GÁI NÀY",Vũ Cát Tường (VCT)
tyG-8fD694Q,LẠNH LÙNG | MỸ TÂM (OFFICIAL LYRICS VIDEO | ALBUM TÂM9),LẠNH LÙNG,My Tam
3p2BgdQteSQ,TIẾNG THẠCH SÙNG - CẨM LY | Sáng tác: Minh Vy | TỰ TÌNH QUÊ HƯƠNG 1 (2009),TIẾNG THẠCH SÙNG,CẨM LY OFFICIAL
SmVqzbt5T_Q,Làng Quan họ quê tôi - Ca sĩ Anh Thơ,Làng Quan họ quê tôi,Thang Long Audio Visual
3dx2251yVr0,Làng Quan Họ Quê Tôi [LYRICS] - Nhạc Trữ Tình Anh Thơ,Làng Quan Họ Quê Tôi,Anh Thơ Official
2b8fh6h5qN8,Chân Đất / buitruonglinh x babysam x vine,,buitruonglinh
KDLJDm-qF1A,MIN from ST.319 - I ♥ U (I Heart You) (ft. ERIK of ST.319-TRAINEE) (Audio),,ST.319 Entertainment
3fYQ9C0q8zI,Giá Như - Noo Phước Thịnh [Lyrics Video] Giá như có thể khóc anh sẽ khóc thật lâu,,Mưa.
d4db_hnnszM,Bông Điên Điển - Phi Nhung | MV OFFICIAL,Bông Điên Điển,Phi Nhung - Mạnh Quỳnh
-folFk9SL7E,VĂN MAI HƯƠNG - MAI ĐÂY EM THƯƠNG MỘT CHÀNG TRAI (Album 'hương') | Official Audio,MAI ĐÂY EM THƯƠNG MỘT CHÀNG TRAI,VĂN MAI HƯƠNG OFFICIAL
HnVQd5E83WQ,Mashup TUỔI XA NGƯỜI | Đàm Vĩnh Hưng ft Trung Quân | Album Cho Cuộc Tình Đã Mất | #DKCTN10,Mashup Tuổi Xa Người,Đàm Vĩnh Hưng
3_l2RycRdSk,Cá Hồi Hoang - Cứ Để Ngày Mai,Cứ Để Ngày Mai,Cá Hồi Hoang
xtNCyrhOaOs,[ MV HD ] Trú mưa - HKT Band [Official],Trú mưa,VPOPtop1
sHSgzBEOcOQ,LỐI SỐNG - WXRDIE (Gaz Mix House Lak Lú),Lối Sống,Gaz Official
J9Bw2hdvO7U,Mỹ Tâm - Bình Yên (Audio),Bình Yên,My Tam
5ZE_NdcQLYc,Bạc Trắng Lửa Hồng - Khưu Huy Vũ ft Dương Hồng Loan [Official],Bạc Trắng Lửa Hồng,POPS MUSIC
4APKmcUt7Xc,SOOBIN ft Rhymastic - Sẽ Quên Em Nhanh Thôi (Official Lyric Video),Sẽ Quên Em Nhanh Thôi,SOOBIN Official
HFI_lqdzZ20,"Cho Đi Nhiều Hơn - Hồ Ngọc Hà, Giang Hồng Ngọc, Bùi Anh Tuấn, GiGi Hương Giang, Thanh Thụy (Lyric)",Cho Đi Nhiều Hơn,Gala Nhạc Việt
-1lIblVm0pw,Da LAB - Sớm Hôm Qua (Official Music Video),Sớm Hôm Qua,Da LAB Official
CCGv8LfCiRc,[ENGSUB] Vũ Trụ Có Anh - Phương Mỹ Chi x DTAP ft. Pháo | Lyrics Video,Vũ Trụ Có Anh,Warner Music Vietnam
mvy_VXXFEB4,Hoàng Thùy Linh - Ngày Không Anh (A Day Without You),Ngày Không Anh,Hoàng Thùy Linh
si85oJao6uk,PBN 59 | Mạnh Quỳnh - Câu Hát Tình Quê,Câu Hát Tình Quê,Thuy Nga
x2GFTaFmQYo,Tình Lỡ,Tình Lỡ,Lệ Quyên
Ju5I_6Y1e2k,TINH DON PHUONG 2,Tinh Don Phuong 2,Lam Truong's Official Channel
OnpknGjhnkA,Tìm Lại lần Nữa - Lệ Quyên,Tìm Lại Lần Nữa,Lệ Quyên
wWCa0wFATVk,Quê Hương Tuổi Thơ Tôi - Mỹ Tâm (Official Audio MV),Quê Hương Tuổi Thơ Tôi,Bến Thành Audio Video
W0_D7pH-zsQ,Thanh Hà - Đừng Hỏi Ngày Mai  [Official Music Video],Đừng Hỏi Ngày Mai,Thanh Ha's Closet
PNOJhj0hrwc,Madihu - Trôi về đâu? (Feat. Hà Linh),Trôi về đâu?,Madihu
zjyxRs0ipZs,QUAY ĐẦU LẠI - HỒ GIA HÙNG HKT X LÊ CHÍ TRUNG | OFFICIAL MV | Quay đầu đi là bờ...,QUAY ĐẦU LẠI,NhacPro Tube
A9CjY2CNriU,Anh Thơ siêu da diết với ca khúc - Tình Anh Biển Rộng Sông Dài [Official MV 4K],Tình Anh Biển Rộng Sông Dài,Anh Thơ Official
_Bpb-_aQyOo,"LƯỚT SÓNG - THIỀU BẢO TRÂM, MIE, GIL LÊ, DƯƠNG HOÀNG YẾN, VŨ NGỌC ANH | Công Diễn 4-CDDG 2024",Lướt Sóng,YEAH1 MUSIC
43mPEykiRuU,Dạ Khúc - Lệ Quyên,,Lệ Quyên
zoMdVeeCQ3s,Tình Đầu [Lo-Fi Ver.]  - Tăng Duy Tân,Tình Đầu,Kẻ Cô Đơn ツ
dBD20qVjQAc,[Official Audio] Điều Bí Mật | It's Lee x Binz,Điều Bí Mật,VNBEATS PRODUCTION
X6x1b5nd4Mc,"100 CUỘC GỌI NHỠ | WOKEUP ft. GREY D, VSTRA, PARYS (from WOKEUPAT4AM EP)",100 CUỘC GỌI NHỠ,WOKEUP
yYDE8syrCL0,ĐÔNG NHI & ÔNG CAO THẮNG - CẤT GIẤU KÝ ỨC | OFFICIAL MUSIC VIDEO,Cất Giấu Ký Ức,ĐÔNG NHI
X0RgCaq_SLk,Tàn Tro 🥀 Thành Hà,Tàn Tro,Nhạc Xưa
iHbK5OKI-QI,Hoa Tím Người Xưa - Quang Lê | Official Music Video | Tình Yêu Tuổi Học Trò,Hoa Tím Người Xưa,Quang Lê Official
OOH1-_n2WPU,Nước Mắt Em Lau Bằng Tình Yêu Mới (Piano Version) - Da LAB ft. Nguyễn Thế Vinh,Nước Mắt Em Lau Bằng Tình Yêu Mới,Da LAB Official
Nabsh8ugu6Q,[201218 - IFAF2020] NGÂY THƠ - TĂNG DUY TÂN ft. PHONG MAX,NGÂY THƠ,Big Arts Entertainment
NRK9DDdZQgc,GIỮA MẠC TƯ KHOA NGHE CÂU HÒ NGHỆ TĨNH - Thanh Hà | Tiết mục chiến thắng tập 18 SCGH ai nghe cũng mê,GIỮA MẠC TƯ KHOA NGHE CÂU HÒ NGHỆ TĨNH,MEGA GS MUSIC
EbRTnuUoGqw,FALLING IN LOVE AGAIN - Trại Tình Ai | Space Jam Album Vol. 2 (Official Visualizer),FALLING IN LOVE AGAIN,SpaceSpeakers Label
TYXjKFabWj8,ĐỘC ĐẠO | Linh Hồn và Thể Xác một ca khúc xuất sắc của Nhạc sĩ Nguyễn Hải Phong,Độc Đáo,TVAd TV
Q6sFUP6gmh0,[Audio] 2. Chợt Nghe Bước Em Về   Lam Trường,Chợt Nghe Bước Em Về,Lam Truong's Official Channel
FTb_Jlm6i2E,Ha Kiem - Tiny Room (ft. Nomovodka) - Official MV,Ha Kiem - Tiny Room,SpaceSpeakers Label
x-_2eo7cSI0,Anh Đã Quen Với Cô Đơn ( Lyric Video ) - Soobin | Anh thường hay vẫn nằm mơ về một ngôi nhà Tik Tok,Anh Đã Quen Với Cô Đơn,MUSO • Cảm xúc âm nhạc
J2ziCb-QIzk,ĐIÊU - MASEW x  NAMNAM,ĐIÊU,Masew
8rySNraqbEs,PHÉP MÀU - Noo Phước Thịnh | V Concert Rạng Rỡ Việt Nam,PHÉP MÀU,VTV SHOWS
mtV74wVOSd8,Chuyện một đêm - Nhạc vàng cực hay - Văn Vĩ,Chuyện một đêm,Anh Vu Nguyen
XadYD3Pm-cg,[ZMA - 2017] | CHIỀU HÔM ẤY - YÊU 5 - TÚY ÂM| JAYKII FT X-KEY BAND,CHIỀU HÔM ẤY - YÊU 5 - TÚY ÂM,Zing MP3
tnAnuNb9f5A,Cá Hồi Hoang - Đến Hết Hôm Nay (Lyric Video),Đến Hết Hôm Nay,Cá Hồi Hoang
Sy280ZB2Bnw,Đừng Để Tôi Biết Em Dối Gian - Lâm Hùng (Nhạc Trong Phim Gác Kiếm ),Đừng Để Tôi Biết Em Dối Gian,Lâm sang Express
S6rgaLhvPvw,Đợi Chồng Về - Lyna Thùy Linh (MV),Đợi Chồng Về,Zing MP3
a71yFOo3Sq4,Dòng sông quê em dòng sông quê anh - Anh Thơ - Việt Hoàn,Dòng sông quê em dòng sông quê anh,Thang Long Audio Visual
LvmlHRcG7rk,NGHÌN CON NƯỚC CHẢY - The Flob ft. CHIN | OFFICIAL LYRICS VIDEO,NGHÌN CON NƯỚC CHẢY,The Flob
DHK1ZdYG61I,Mỹ Tâm - Ngỡ Đâu Tình Đã Quên Mình (Audio),Ngỡ Đâu Tình Đã Quên Mình,My Tam
m3vMZGCDIVE,LAZADA SUPER PARTY - SINH NHẬT THẾ KỶ | VẼ - TRÚC NHÂN,VẼ,Lazada Việt Nam
s3Y5YiED3gk,Tăng Duy Tân - Thiên Đường Cô Đơn ft. Drum7 | Album Khu Vườn Tình - Track 5,Thiên Đường Cô Đơn,Tăng Duy Tân
VHlHlspP5tQ,Cá Hồi Hoang - Nhà 9A,Cá Hồi Hoang - Nhà 9A,Cá Hồi Hoang
L_XQF_MzTms,Chúc ngủ ngon - PKL (Official lyrics video),Chúc ngủ ngon,Da LAB Official
nJ2ToYl20b4,ERIK x Lou Hoàng x Nguyễn Phúc Thiện - 'Dù cho tận thế (vẫn yêu em)' | Duet Version,Dù cho tận thế (vẫn yêu em),ERIK Official
r-OnAz-NC4U,Nhạc Phim “Cầu Vồng Ở Phía Chân Trời” – Cầu Vồng Yêu Thương | Minh Vương M4U - NS : Trần Quang Duy,Cầu Vồng Yêu Thương,Minh Vương M4U
m5khohEN9FM,Đừng Ví Em Là Biển [LYRICS] - Anh Thơ | Nhạc Trữ Tình,Đừng Ví Em Là Biển,Anh Thơ Official
GfVWEfdXPjY,"Như Quỳnh & Trường Vũ - Liên Khúc Yêu Một Mình (Trịnh Lâm Ngân), Đêm Tâm Sự (Trúc Phương)","Liên Khúc Yêu Một Mình, Đêm Tâm Sự",Như Quỳnh Official
HeBpduslGc0,Những Chiều Mưa Yêu Dấu | Dương Hồng Loan | Official MV,,Dương Hồng Loan Official {Kim Minh}
SBhNX0iFV4g,Nger - Thứ 4 Tuần Trước (Official Music Video),Thứ 4 Tuần Trước,MCK // Nger
EcCcRskYWd8,YÊU THƯƠNG NGÀY ĐÓ - SOOBIN - OST YÊU EM BẤT CHẤP,YÊU THƯƠNG NGÀY ĐÓ,SOOBIN FANS
ehVzFxT71yk,Mộc Mạc - Kay Trần x Kim Chi Sun x Rtee x CHARLES. x KeepitLowkey - Space Jam Volume 1 - Team Mộc,Mộc Mạc,SpaceSpeakers Label
gpSO12DGhC8,WREN EVANS - Thu Đợi | NỔ The Album (ft. itsnk),Thu Đợi,Wren Evans Official
YTCpHhJld4Q,『2018 BEEF』 Giải Trí Chút - BLACKBI | Dựng Lên - PHÚC DU 「Lyrics」,Giải Trí Chút,Sư Tử RV
37fILNqaXBA,Trường Vũ 2021 | Giết Người Anh Yêu | Nhạc Vàng Trữ Tình Hay Nhất,Giết Người Anh Yêu,Tình Productions
FO7dqjX-plw,Trò Chơi Thua Cuộc - JGKiD (Da LAB) (Official MV),Trò Chơi Thua Cuộc,Da LAB Official
xTf6TUvuDbY,Thương Là Thương | Nhạc acoustic guitar ballad | Lyric Video,Thương Là Thương,NhacCuaAI247
XOtcPpozWXE,TRANG - Em Sẽ Không Để Anh Phải Cô Đơn (M/V),Em Sẽ Không Để Anh Phải Cô Đơn,Nhạc của Trang
ez6dnmg2lv0,Hoàng Thuỳ Linh - Lúc Thấy Lúc Không,Lúc Thấy Lúc Không,Hoàng Thùy Linh
vYy-HwJ4JYw,Cá Hồi Hoang - Tự Do,Cá Hồi Hoang,Cá Hồi Hoang
Y9IOaMiPN3w,"VĂN MAI HƯƠNG - KHÉP MÀN (prod. by J4RDIN, N.T.B, TRID MINH) | Official Visualizer",Khép Màn,VĂN MAI HƯƠNG OFFICIAL
Kaehbw8i3IM,Lời Đường Mật (feat. Lyly),Lời Đường Mật,HIEUTHUHAI
KYRD-urQpC0,Tình Yêu Trong Mắt Em - Sơn Tùng MTP MV Lyric ᴴᴰ,Tình Yêu Trong Mắt Em,KenDin Music
