Video_ID,Raw_Title,Clean_Title,Uploader,Lyric
Lf8df8FCJhk,JACK - J97 | DƯỚI TÁN CÂY KHÔ HOA NỞ ( prod. Hino ) | OFFICIAL VISUALIZER | Track No.1,DƯỚI TÁN CÂY KHÔ HOA NỞ,J97,"3 Contributors
Dưới Tán Cây Khô Hoa Nở Lyrics
Thôi từ nay anh sẽ âm thầm xa em
Viết nỗi nhớ lên giấy ghi lại trong đêm mưa buồn, đôi mi ai buồn, khẽ buông
Ai rồi sẽ cũng lớn chẳng còn như xưa, em đi rồi anh nhung nhớ sao vừa
Phải như em ở đây ôm anh lúc này
Một chút hy vọng một chút hy mơ mộng, rồi hóa cơn mưa mùa đông
Em có hay chăng là anh vẫn cố tìm em nơi xứ xa
Ngàn ánh sao trời, lặng lẽ bên đời, một phút giây anh đánh rơi
Em ở đâu em về, quê hương vẫn luôn có anh gần kề
Mà tại vì sao em ơi? Em quên mất câu thề
Nỗi buồn là vì em ơi, không về
Nếu nếu như anh chẳng còn ở trên cõi đời hay yêu nữa
Em có tin anh cũng thừa
Thôi chúc em gia đình yên vui hãy quên đi cuộc tình mình
VER 2:
Anh còn thương hay nhớ Em chẳng quan tâm
Chắc cũng xóa đi hêt câu chuyện trăm năm, Em à! Thôi xem như là đã qua
Sương còn vương nhánh lá mai vàng đơm hoa
Em như loài chim tung cánh bay và
Bỏ lại Anh lẻ loi, cô đơn mất rồi
Một kiếp phong trần, đã biết bao lần … tìm dáng ai in bàn chân
Nơi phố hoa giăng đèn Em ơi có cần ai che tấm thân

Dù biết lỡ làng, lại vỡ cung đàn, một phút giây Anh vẫn cười
Nơi giá băng tâm hồn mong manh nhất khi ta chạm lòng người …
CHORUS 2:
Mà tại vì sao Em ơi ??? Em quên mất câu thề
Nỗi buồn là vì Em ơi??? không về
Nếu … nếu như Anh chẳng còn ở trên cõi đời hay yêu nữa
Em có tin Anh cũng thừa
Thôi chúc Em gia đình yên vui hãy quên đi cuộc tình mình …
CHORUS 3:
Mà tại vì sao Em ơi ??? Em quên mất câu thề
Nỗi buồn là vì Em ơi??? không về
Nếu … nếu như Anh chẳng còn ở trên cõi đời hay yêu nữa
Em có tin Anh cũng thừa
Thôi chúc Em gia đình yên vui hãy quên đi cuộc tình mình …
Vì sao không thể cho ta thành đôi?
Ngồi ôm thương nhớ bẽ bàng hỏi ai đã gieo duyên tình trái ngang"
NJp5Fz3mTu0,MONSTAR - TÌNH YÊU CHẬM TRỄ | Official Music Video,,ST.319 Entertainment,"19 người đóng góp
Bản dịch
tiếng Nhật
RADWIMPS - Nandemonaiya (Phiên bản phim) (La Mã) Lời bài hát
Futari no aida toorisugita kaze wa
Doko kara sabishisa wo hakondekita no
Naitari shita sono ato no sora wa
Yake ni sukitootteitari shitanda
Itsumo wa togatte tachichi no kotoba ga
Kyou wa atatakaku kanjimashita
Yasashisa mo egao mo yume no katarikata mo
Shiranakute zenbu kimi wo maneta yo
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake de ii kara
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake kuttsuiteiyou ka
Bokura taimufuraiyaa toki wo kakeagaru kuraima
Toki no kakurenbo hagurekko wa mou iya nanda
Ureshikute naku nowa kanashikute warau bây giờ
Kimi no kokoro ga kimi wo oikoshitanda yo
Hoshi ni made negatte te ni ireta omocha mo
Heya no sumikko ni ima korogatteru
Kanaetai yume mo kyou de hyakko dekita yo
Tatta hitotsu to itsuka koukanko shiyou
Itsumo wa shaberanai ano ko ni kyou wa
Houkago ""mata ashita"" to koe wo kaketa
Narenai koto mo tama ni nara ii ne
Toku ni anata ga tonari ni itara

Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake de ii kara
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake kuttsuiteiyou yo
Bokura taimufuraiyaa kimi wo shitteitanda
Boku ga boku no namae wo oboeru yori zutto mae ni
Kimi no inai sekai ni mo
Nanika no imi wa kitto atte
Demo kimi no inai sekai nado
natsuyasumi no nai hachigatsu không bạn
Kimi no inai sekai nado
Warau koto nai santa no you
Kimi no inai sekai nado
Bokura taimufuraiyaa toki wo kakeagaru kuraimaa
Toki no kakurenbo hagurekko wa mou iya nanda
Nandemo nai ya yappari nandemo nai ya
Ima kara iku yo
Bokura taimufuraiyaa toki wo kakeagaru kuraimaa
Toki no kakurenbo hagurekko wa mou ii yo
Kimi wa hade na kuraiyaa sono namida tometemitai na
Dakedo kimi wa kobanda
Koboreru mama no namida wo mite wakatta
Ureshikute naku no wa kanashikute warau nowa
Boku no kokoro ga boku wo oikoshitanda yo"
mhWvxbnh5UE,Kẻ Cắp Gặp Bà Già (#KCGBG) - Hoàng Thùy Linh ft. Binz「Lyrics Video」Mưa.,Kẻ Cắp Gặp Bà Già,Mưa.,"10 Contributors
Kẻ Cắp Gặp Bà Già Lyrics
Anh viết đôi bài tình ca
Cùng đôi mắt long lanh
Cầm guitar hát vang la là
Anh biết sau bài tình ca
Là bao cô đắm say
Mà chuyện đâu giản đơn thế này
Có phải anh đang trêu đùa em đấy không?
Thả thính khiến bao nhiêu cô cùng rung động
Chỉ muốn em say anh vậy thôi đúng không?
Sự thật đây nhiều khi làm anh sẽ mất lòng
Đừng cứ im lặng rồi đi anh ơi, anh ơi!
Tình em chẳng như trò chơi
Mà anh đến đây lả lơi
Vì chính em sẽ làm anh chơi vơi chơi vơi
Trò chơi hết rồi
Trò chơi hết rồi
Kẻ đi gieo tương tư giờ thành kẻ đi ôm tương tư ngược lại, ngược lại
Kẻ đi gieo tương tư giờ thành kẻ đi ôm tương tư ngược lại, ngược lại

Em lúc nào cũng kiêu sa
Y như lời người ta nói (Không sai)
Nhan sắc là drama queen
Quanh em đầy người soi mói
Nhìn kìa đôi mi cong
Anh cần một người đi song song
Tim anh đây em cứ việc lấy đi
Giờ, ngoài em anh không còn thấy gì
Hay vì, em vội, luôn khoe sắc
Huyền bí, như một đoá Quỳnh
Tiếp cận được em, cả 1 quá trình
Knock knock! em ơi, đừng tự khoá mình
Vì em, kẻ điên, anh nguyện hoá thành woo
All black như em chưa từng yêu màu trắng
Cafe của anh cũng thường là đen và nâu
Nếu tim của anh là mục tiêu thì em đừng bắn
Động vào anh làm gì không dễ để quên được đâu
Nói anh nghe nào
Có phải anh đang trêu đùa em đấy không?
Thả thính khiến bao nhiêu cô cùng rung động
Chỉ muốn em say anh vậy thôi đúng không?
Sự thật đây nhiều khi làm anh sẽ mất lòng

Đừng cứ im lặng rồi đi anh ơi, anh ơi!
Tình em chẳng như trò chơi
Mà anh đến đây lả lơi
Vì chính em sẽ làm anh chơi vơi chơi vơi
Trò chơi hết rồi
Trò chơi hết rồi
Ông bà ta nói đâu có sai đâu anh à
Kẻ cắp sẽ gặp bà già, bà già sẽ cho biết là
Ông bà ta nói đâu có sai đâu anh à
Đời anh đi gieo tương tư rồi anh thấy là
Kẻ đi gieo tương tư giờ thành kẻ đi ôm tương tư ngược lại, ngược lại
Môi này cho anh mơ
Straight up không văn thơ
Em là vực sâu oh
Anh đã rơi, lúc nào rồi chẳng nhớ
Tin đi, anh không điêu
Dù đã dặn mình, không thương, không yêu
Giờ này, anh là người ôm tương tư
Tại vì anh, hay do em hư
Giờ này anh là

Kẻ đi gieo tương tư, giờ thành kẻ đi ôm tương tư ngược lại, ngược lại"
nIl_gX9W5qQ,Vũ - Mùa Hè Của Em / OFFICIAL MV,,Vũ Official,"1 người đóng góp
Lời bài hát NYC, HELL 3:00 AM (OFFICIAL TRAILER)
Tin nóng hổi
Tin nóng hổi
Tin nóng hổi
Vâng, chúng tôi ở ngay đây, chúng tôi đang cố gắng trốn thoát–
Ns, của Thương mại Thế giới–
–Ba tầng trở lên. Rõ ràng là có khói–
trung tâm
trung tâm
Thế giới này thật tối tăm
quá tối
Tầng 40, sàn lát đá cẩm thạch
Chúa là tiền
Tiền là thần
Mẫu này ghê quá
say xỉn và cẩu thả
và nhìn ra ngoài cửa sổ
cảm giác không bị ràng buộc
tình yêu bị che phủ bởi sự ghét bỏ
một thiên đường tối tăm, trong sức mạnh của những tòa nhà
lính gác, khiến chúng tôi cảm thấy cô đơn
Đẩy chúng ta giả vờ làm người"
LLH_SPAFLhg,BIẾT KHI NÀO GẶP LẠI - MỸ TÂM (Audio),BIẾT KHI NÀO GẶP LẠI,My Tam,"1 Contributor
Biết Khi Nào Gặp Lại Lyrics
Câu chuyện xưa nay kết thúc thật rồi
Những giấc mơ thả trôi giữa đời
Và bây giờ đây ta cất bước ra đi
Trách than gì nữa trước khi biệt ly
Hay là do ta đã quá vội vàng
Cho nên duyên tình ta lỡ làng
Và nếu ngày xưa anh không đến bên em
Có khi nào đời sẽ êm đềm
Đường ta đi giờ đây rẽ lối
Hai ngã đường chia đôi
Biết khi nào có ngày gặp lại
Để lại đây một niệm khúc cuối
Cho lòng thêm nhức nhối
Sẽ nhớ về ngày tháng ta còn đôi...
Câu chuyện xưa nay kết thúc thật rồi
Những giấc mơ thả trôi giữa đời
Và bây giờ đây ta cất bước ra đi
Trách than gì nữa trước khi biệt ly
Hay là do ta đã quá vội vàng
Cho nên duyên tình ta lỡ làng
Và nếu ngày xưa anh không đến bên em
Có khi nào đời sẽ êm đềm

Đường ta đi giờ đây rẽ lối
Hai ngã đường chia đôi
Biết khi nào có ngày gặp lại
Để lại đây một niệm khúc cuối
Cho lòng thêm nhức nhối
Sẽ nhớ về ngày tháng ta còn đôi..
Xin anh mang theo những nỗi đau kia
Cho con tim em không còn giá buốt
Yêu thương xưa kia đã quá xa xôi
Mà lời yêu còn vấn vương bờ môi
Đường ta đi giờ đây rẽ lối
Hai ngã đường chia đôi
Biết khi nào có ngày gặp lại
Để lại đây một niệm khúc cuối
Cho lòng thêm nhức nhối
Sẽ nhớ về ngày tháng ta còn đôi..."
QhZYm8c6FRQ,Mỹ Tâm - Em Thì Không (Official) ft. Karik,Em Thì Không,My Tam,"2 Contributors
Em thì không Lyrics
Anh lung linh cao sang như mỹ nam
Nên bao cô luôn đeo theo bước anh, em thì không!
Cô khen anh ga lăng không nếp nhăn
Đưa đi ăn, đi chơi đi khắp nơi, em thì không!
Cô ta đi bên anh trông rất hay
Cô ta tung hô tên anh khắp Face, em thì không!
Em vô tư ngân nga mấy khúc ca
Em không hay, không nghe, không biết đâu anh tên gì?
ĐK:
Thế gian nhiều người gieo đớn đau
Cần gì khi sống hơn thiệt vài câu
Thì sống thôi cần gì phải thế nào
Ngồi lại ta hát không vương âu sầu
Cô ta ca lên hay như Mỹ Tâm
Cô ta xinh tươi model nhất năm, em thì không!
Cô ta luôn khen anh không giống ai
Anh không ghen không tuông không dối gian, em thì không!
Cô ta đi bên anh trông rất hay
Cô ta tung hô tên anh khắp Face, em thì không!
Em vô tư ngân nga mấy khúc ca
Em không hay, không nghe, không biết đâu anh tên gì?

ĐK:
Thế gian nhiều người gieo đớn đau
Cần gì khi sống hơn thiệt vài câu
Thì sống thôi cần gì phải thế nào
Ngồi lại ta hát không vương âu sầu
Cô ta khen anh oai phong, điển trai
Đi Bentley, Audi trông rất oai, em thì không!
Cô ta khen anh đây cũng rất men
Tung đô la kim cương không tiếc chi, em thì không!
Cô ta đi bên anh trông xứng đôi
Cô ta tung hô tên anh khắp nơi, em thì không!
Em vô tư ngân nga mấy khúc ca
Em không hay, không nghe, không biết đâu anh tên gì?
ĐK:
Thế gian nhiều người gieo đớn đau
Cần gì khi sống hơn thiệt vài câu
Thì sống thôi cần gì phải thế nào
Ngồi lại ta hát không vương âu sầu
Nhân gian luôn hơn thua với bán mua
Ganh đua nhau xem ai là nữ Vua, em chịu thua!
Nhân gian luôn bon chen hay oán ghen
Chê bai nhau sau lưng rất nhỏ nhen, em chịu thua!

Nhân gian luôn khoe khoang những chiến công
Luôn tranh nhau bao nhiêu thứ viển vông, em thì không!
Em vô tư ngân nga mấy khúc ca
Không ba hoa, điêu ngoa hay dối gian, em thật thà...
ĐK:
Thế gian nhiều người cũng giống nhau
Người nào cũng muốn tranh giành ngôi báu
Thì cứ tranh để rồi mang đớn đau
Còn em cứ sống không vương âu sầu
Xin nhân gian ngừng dối nhau một ngày
Xin cho em được nói câu tỏ bày
Xin yêu chân thành với con tim này
Trao nhau yêu thương nguyện suốt cuộc đời"
8dC3FvnSiqw,Trăng Mờ (Duyên Trời Lấy 3) | Chung Thanh Duy x Masew | MV Official,,NhacPro Tube,"19 người đóng góp
Bản dịch
tiếng Nhật
RADWIMPS - Nandemonaiya (Phiên bản phim) (La Mã) Lời bài hát
Futari no aida toorisugita kaze wa
Doko kara sabishisa wo hakondekita no
Naitari shita sono ato no sora wa
Yake ni sukitootteitari shitanda
Itsumo wa togatte tachichi no kotoba ga
Kyou wa atatakaku kanjimashita
Yasashisa mo egao mo yume no katarikata mo
Shiranakute zenbu kimi wo maneta yo
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake de ii kara
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake kuttsuiteiyou ka
Bokura taimufuraiyaa toki wo kakeagaru kuraima
Toki no kakurenbo hagurekko wa mou iya nanda
Ureshikute naku nowa kanashikute warau bây giờ
Kimi no kokoro ga kimi wo oikoshitanda yo
Hoshi ni made negatte te ni ireta omocha mo
Heya no sumikko ni ima korogatteru
Kanaetai yume mo kyou de hyakko dekita yo
Tatta hitotsu to itsuka koukanko shiyou
Itsumo wa shaberanai ano ko ni kyou wa
Houkago ""mata ashita"" to koe wo kaketa
Narenai koto mo tama ni nara ii ne
Toku ni anata ga tonari ni itara

Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake de ii kara
Mou sukoshi dake de ii ato sukoshi dake de ii
Mou sukoshi dake kuttsuiteiyou yo
Bokura taimufuraiyaa kimi wo shitteitanda
Boku ga boku no namae wo oboeru yori zutto mae ni
Kimi no inai sekai ni mo
Nanika no imi wa kitto atte
Demo kimi no inai sekai nado
natsuyasumi no nai hachigatsu không bạn
Kimi no inai sekai nado
Warau koto nai santa no you
Kimi no inai sekai nado
Bokura taimufuraiyaa toki wo kakeagaru kuraimaa
Toki no kakurenbo hagurekko wa mou iya nanda
Nandemo nai ya yappari nandemo nai ya
Ima kara iku yo
Bokura taimufuraiyaa toki wo kakeagaru kuraimaa
Toki no kakurenbo hagurekko wa mou ii yo
Kimi wa hade na kuraiyaa sono namida tometemitai na
Dakedo kimi wa kobanda
Koboreru mama no namida wo mite wakatta
Ureshikute naku no wa kanashikute warau nowa
Boku no kokoro ga boku wo oikoshitanda yo"
-N1H37hevUQ,Cô Đơn Giữa Cuộc Tình - Hồ Ngọc Hà (Official Music Video),Cô Đơn Giữa Cuộc Tình,Ho Ngoc Ha's Official Channel,
0Zn-efVbcAs,Ta Còn Đây - JustaTee x Rhymastic | Official Music Video,Ta Còn Đây,JustaTeeMusic,"2 Contributors
Nơi Đây Sẽ Chẳng Còn Chúng Ta Lyrics
Giật mình tỉnh giấc khi em vừa xa
Là nỗi đau bao ngày qua
Người từng nói sẽ chẳng xa anh
Mà người ơi sao giờ lại như thế
Cảm giác vỡ nát trong anh hiện lên
Một chút ánh nắng nơi em đã quen
Liệu anh sẽ có thêm cơ hội một lần
Hay phải quen với những tổn thương
Và gió có thể đưa anh trở về
Mùa xuân đấy không
Để nước mắt không thay nụ cười
Và để nỗi nhớ trong anh thảnh thơi
Bài hát anh viết cho em
Toàn mang sắc âm nỗi buồn
Liệu tình yêu có phải trò chơi
Mà người đậm sâu luôn là người đau
Bước chân em đi vội xa
Em đi vội xa
Nắng vương trên đôi gò má
Em đi vội xa
Nơi đây sẽ chẳng còn chúng ta
Có thể bên nhau
Và nói ra hết những lời
Mấy câu yêu thương ngày xưa
Nay theo trời mây
Hứa hẹn thật nhiều
Giờ sao một mình ngồi đây
Giờ còn lại gì ở chúng ta
Để giọt nước mắt anh khô rồi
Mình trách ai bây giờ
Một người ngồi đợi
Một người ra đi mãi không về
Và gió có thể đưa anh trở về
Mùa xuân đấy không
Để anh nắm tay em thật chặt
Và khâu vết thương sâu trong trái tim
Bài hát anh viết cho em
Giờ ôm lấy bao nỗi buồn
Liệu tình yêu có phải trò chơi
Mà người đậm sâu luôn thua
Bước chân em đi vội xa
Em đi vội xa
Nắng vương trên đôi gò má
Em đi vội xa
Nơi đây sẽ chẳng còn chúng ta
Có thể bên nhau
Và nói ra hết những lời
Mấy câu yêu thương ngày xưa
Nay theo trời mây
Hứa hẹn thật nhiều
Giờ sao một mình ngồi đây
Giờ còn lại gì ở chúng ta
Để giọt nước mắt anh khô rồi
Mình trách ai bây giờ
Một người ngồi đợi
Một người ra đi
Bước chân em đi vội xa
Em đi vội xa
Nắng vương trên đôi gò má
Em đi vội xa
Nơi đây sẽ chẳng còn chúng ta
Có thể bên nhau
Và nói ra hết những câu
Bước chân em đi vội xa
Em đi vội xa
Nắng vương trên đôi gò má
Em đi vội xa
Nơi đây sẽ chẳng còn chúng ta
Có thể bên nhau
Và nói ra hết những lời
Mấy câu yêu thương ngày xưa
Nay theo trời mây
Hứa hẹn thật nhiều
Điều ước đó vẫn nơi đây
Để anh ôm mãi nỗi cô đơn
Vì biết sẽ chẳng còn
Một lần được yêu
Một lần được say đắm bên
Một người ra đi
Một người hoen mi mãi nơi này"
6NG4v2p2nug,CON ĐIÊN - TAMKA PKL [OFFICIAL MV],CON ĐIÊN,Da LAB Official,"5 người đóng góp
Lời bài hát này vẫn chưa được chép lời. Vui lòng kiểm tra lại sau khi bài hát được phát hành."
9HnyyKg0M-Y,10 MẤT 1 CÒN KHÔNG - THÁI HỌC x LÊ GIA BẢO (New Version) | St: Long Họ Huỳnh,10 MẤT 1 CÒN KHÔNG,Nguyễn Thái Học Official,
5aU6EXel1Cs,NGÀN NĂM ÁNH SÁNG - ĐẶNG VĨNH THỊNH (Official Lyric Video),NGÀN NĂM ÁNH SÁNG,Đặng Vĩnh Thịnh,"1 Contributor
Ngàn Năm Ánh Sáng Lyrics
Tình anh dốc hết trao cho em, em có thấy
Ngàn năm ánh sáng chỉ đổi lấy một vòng tay
Ngắt muôn vì sao trên trời để tô được lên nụ cười
Của em người anh không thể quên
Em luôn đẹp nhất khi bên anh em có biết không
Mùi hương làm ngất ngây con tim bao ngày nhớ mong
Thích em đến nỗi rụng rời thế gian duy nhất một người
Là em
Mắt tựa bầu trời
Liếc nhìn bờ môi
Trái tim lung lay vì đã yêu em mất rồi
Baby kết em đêm nay
Chuốc tình nồng say
Thế gian không em như là không đêm mất ngày
Vì anh muốn được em ôm
Muốn được em hôn
Muốn được cạnh bên để chở che em mỗi ngày
Và anh tắt cả thế giới
Để nghe lời em nói
Thương em duy nhất chỉ mình em
Tình anh dốc hết trao cho em em có thấy
Ngàn năm ánh sáng chỉ đổi lấy một vòng tay
Ngắt muôn vì sao trên trời để tô được lên nụ cười
Của em người anh không thể quên

Em luôn đẹp nhất khi bên anh em có biết không
Mùi hương làm ngất ngây con tim bao ngày nhớ mong
Thích em đến nỗi rụng rời thế gian duy nhất một người
Là em
Vì anh muốn được em ôm
Muốn được em hôn
Muốn được cạnh bên để chở che em mỗi ngày
Và anh tắt cả thế giới
Để nghe lời em nói
Thương em duy nhất chỉ mình em oh oh
Tình anh dốc hết trao cho em em có thấy
Ngàn năm ánh sáng chỉ đổi lấy một vòng tay
Ngắt muôn vì sao trên trời để tô được lên nụ cười
Của em người anh không thể quên
Em luôn đẹp nhất khi bên anh em có biết không
Mùi hương làm ngất ngây con tim bao ngày nhớ mong
Thích em đến nỗi rụng rời thế gian duy nhất một người
Là em
Tình anh dốc hết trao cho em em có thấy
Ngàn năm ánh sáng chỉ đổi lấy một vòng tay
Ngắt muôn vì sao trên trời để tô được lên nụ cười
Của em người anh không thể quên

Em luôn đẹp nhất khi bên anh em có biết không
Mùi hương làm ngất ngây con tim bao ngày nhớ mong
Thích em đến nỗi rụng rời thế gian duy nhất một người
Là em
Thích em đến nỗi rụng rời thế gian duy nhất một người
Là em"
883_nZz-eYc,BODY SHAMING | CHOCO TRÚC PHƯƠNG (Prod. by BÙI CÔNG NAM) | OFFICIAL MV l CELEB NETWORK,BODY SHAMING,CL TV,"4 người đóng góp
Lời bài hát Xấu hổ về cơ thể
Tôi thấy họ đang nói về bạn ở đó
Và cá nhân tôi sẽ nói với bạn rằng tôi không đồng ý với điều đó
Tất cả những điều xấu hổ và ghét bỏ cơ thể đó
Không có lý do gì để bắt nạt mọi người và chế nhạo mọi người
Anh biết lùi lại đi anh bạn
Hãy thư giãn đi anh bạn, tôi biết BasedGod
Họ nói tôi đã tăng cân rất nhiều
Tôi không còn là con người như trước nữa
Họ nói tôi đã để ma túy đến với mình
Họ chế nhạo vóc dáng của tôi
Và họ không nói về tôi về mặt tinh thần
Hay cách tôi giúp công việc chữa lành nó
Sự xấu hổ về sự bất an của tôi
Tôi không muốn tuân theo
Hãy là một biểu tượng tình dục
Điều này là có thật
Hãy nhìn Chúa ở bên ngoài đó...
Không thể nhớ được... điều đó
Đây là tất cả sự thật
Có ý nghĩa
Họ phản đối tôi, tôi phản đối họ

Xấu hổ về cơ thể
Đó là sự xấu hổ về cơ thể
Đó là sự xấu hổ về cơ thể
Xấu hổ về cơ thể
Đây là tất cả lợi nhuận
Bắt đầu suy nghĩ lại, ngừng tập luyện
Làm sao tôi có thể tha thứ cho chính mình?
Tôi không thể tha thứ cho họ
Làm sao tôi có thể sống với bàn tay mà tôi đã bị xử lý?
Họ làm nhục tôi, tôi
Tại sao họ lại làm nhục tôi?
Tại sao họ lại nói tất cả những điều có ý nghĩa này?
Tôi đoán cuộc sống đầy rẫy những điều bí ẩn
Gửi thư để khỏi bệnh
Tôi có cần nước không? Tôi giấu tội lỗi của mình
Giữ nó thật
Tôi thề cuộc sống như NFL
Xấu hổ về cơ thể
Đó là sự xấu hổ về cơ thể
Đó là sự xấu hổ về cơ thể
Đó là sự xấu hổ về cơ thể

Bạn sẽ nói ""Có?""
Bạn sẽ nói ""Không?""
Bạn có chấp nhận điều đó không?
Hoặc sẽ kiếm được nó?
Cách những bông hoa bay qua cửa sổ, hãy bước vào
Phải đến lượt cuộc đời
Tôi phải có con và không phải lo lắng về góa phụ
Tôi phải có con và không nghĩ đến việc liệu chúng có yêu tôi không và cũng như vậy
Tôi cảm thấy như mình là thứ gì đó không phải là tôi, điều này thật tuyệt
Tôi yêu bản thân mình
Khi tôi bước đi một mình, tôi chỉ ôm lấy mình
Lil B
Xấu hổ về cơ thể
Xấu hổ về cơ thể
Đó là sự xấu hổ về cơ thể
Đó là sự xấu hổ về cơ thể
Bạn trông tuyệt vời, bạn tuyệt vời
Đừng lo lắng về những gì họ nói, họ sẽ ghét
Tôi thấy họ thậm chí còn nói về BasedGod
Không sao đâu, hãy là chính mình
Đừng tuân thủ nếu bạn không muốn
Hãy sống cuộc sống tốt nhất của bạn
Tôi biết DựaGod, tôi biết DựaGod"
jTopdLW1kks,Cứ Ngỡ Tình Phôi Phai | Huỳnh Nguyễn Công Bằng x Dương Hồng Loan | Official MV | Bolero Trữ Tình,Cứ Ngỡ Tình Phôi Phai,POPS MUSIC,
oZRREdP0x3c,DÂN CHƠI SỚM - JUSTATEE | Official Music Video,DÂN CHƠI SỚM,JustaTeeMusic,"1 Contributor
XSMB là gì? Hướng dẫn chơi xổ số miền Bắc đơn giản nhất Lyrics
Hầu hết người chơi xổ số đều nghe đến xổ số miền Bắc, tuy nhiên không phải bất cứ ai cũng hiểu được thông tin về nó. Đặc biệt là XSMB là gì? Mấy giờ mở thưởng? Trúng độc đắc xổ số miền Bắc được bao nhiêu? Gồm các nhà đài nào và cách chơi có khác biệt gì với xổ số miền Trung và miền Nam? Sau đây xsvn sẽ giới thiệu chi tiết đến anh em về trò chơi này
Https://blog.xsvn.com/xsmb-la-gi-huong-dan-choi-xo-so-mien-bac-don-gian-nhat/"
9oWdwz8yrZw,Karik - Đòi Quà Cứ Ra Toà | Official MV,Đòi Quà Cứ Ra Toà,KARIK,
Vna51I-XFa4,Đàm Vĩnh Hưng | Xuân Này Con Không Về,Xuân Này Con Không Về,Đàm Vĩnh Hưng,"1 Contributor
Xuân Này Con Không Về / Mùa Xuân Của Mẹ Lyrics
Giao Linh
, 
cả hai
]
Con biết bây giờ mẹ chờ tin con
Khi thấy mai đào nở vàng bên nương
Năm trước con hẹn đầu xuân sẽ về
Nay én bay đầy trước ngõ
Mà tin con vẫn xa ngàn xa
Hoàng Oanh
]
Ôi nhớ xuân nào thuở trời yên vui
Nghe pháo giao thừa rộn ràng nơi nơi
Bên mái tranh nghèo ngồi quanh bếp hồng
Trông bánh chưng ngồi chờ sáng
Đỏ hây hây những đôi má đào
Hoàng Oanh
]
Nếu con không về chắc mẹ buồn lắm
Mái tranh nghèo không người sửa sang
Khu vườn thiếu hoa vàng mừng xuân
Đàn trẻ thơ ngây chờ mong anh trai sẽ đem về cho tà áo mới
Ba ngày xuân đi khoe xóm giềng
Giao Linh
]
Con biết bây giờ mẹ chờ em trông
Nhưng nếu con về bạn bè thương mong
Bao lứa trai cùng chào xuân chiến trường
Không lẽ riêng mình êm ấm
Mẹ ơi con xuân này vắng nhà

& Giao Linh
]
Bao lứa trai cùng chào xuân chiến trường
Không lẽ riêng mình êm ấm
Mẹ thương con xin hẹn ngày mai
Mẹ ơi hoa cúc hoa mai nở rồi
Đời con giờ đây đang còn lênh đênh
Đèo cao gió lộng ngày đêm bạt ngàn
Áo trận sờn vai bạc màu
Nhìn xuân về lòng buồn mênh mang
Ngày đi, con hứa xuân sau sẽ về
Mà nay đã bao xuân rồi trôi qua
Giờ đây chắc mẹ già tóc bạc nhiều
Sớm chiều vườn rau vườn cà
Mẹ biết nhờ cậy vào tay ai?
Giao Linh
]
Đêm nay núi rừng gió nhẹ sang xuân
Thoáng mùi mai nở đâu đây
Ru hồn lạc loài chơi vơi
Khi xưa, những ngày binh lửa chưa sang
Bếp hồng quây quần bên nhau
Nghe mẹ kể chuyện đời xưa

Hoàng Oanh
]
Mẹ ơi con hứa con sẽ trở về
Dù cho, dù cho xuân đã đi qua
Dù cho én từng bầy bay về ngàn
Dẫu gì rồi con cũng về
Chỉ bên mẹ là mùa xuân thôi
& Hoàng Oanh
]
Dù cho én từng bầy bay về ngàn
Dẫu gì rồi con cũng về
Chỉ bên mẹ là mùa xuân thôi"
CVx2jS_6nxo,Người Em Tìm Kiếm - MIN (OFFICIAL M/V),Người Em Tìm Kiếm,1989s Entertainment,
